Title,Time,Artist,Album,Genre,Loved,Rating,Plays,Date Added,Last Played
Let It Out,4:20,Miho Fukuhara,A Gift for You,Worldwide,0,,1,17/08/19 13:41,17/08/19 13:53
Again,4:14,YUI,HOLIDAYS IN THE SUN,J-Pop,0,,3,15/08/19 18:11,15/08/19 18:15
What Is the Light?,4:05,The Flaming Lips,The Soft Bulletin,Alternative,0,,1,19/07/19 20:37,15/08/19 12:48
Buggin' (Mokran Mix),3:16,The Flaming Lips,The Soft Bulletin,Alternative,0,,1,19/07/19 20:37,15/08/19 8:31
The Spiderbite Song,4:02,The Flaming Lips,The Soft Bulletin,Alternative,0,,1,19/07/19 20:37,15/08/19 8:27
The Spark That Bled,5:55,The Flaming Lips,The Soft Bulletin,Alternative,0,,2,19/07/19 20:37,15/08/19 8:23
A Spoonful Weighs a Ton,3:32,The Flaming Lips,The Soft Bulletin,Alternative,0,,2,19/07/19 20:37,15/08/19 8:17
Race for the Prize,4:19,The Flaming Lips,The Soft Bulletin,Alternative,0,,2,19/07/19 20:37,15/08/19 8:14
200 More Miles,5:30,Cowboy Junkies,The Trinity Session,Rock,0,100,6,31/03/12 19:47,13/08/19 19:15
Cutting Board Blues,4:05,Cowboy Junkies,Notes Falling Slow,Alternative,0,,1,27/09/17 8:38,13/08/19 19:10
Monsters In the Parasol (Live In Seattle),3:33,Queens of the Stone Age,Rated R (Deluxe Edition),Rock,0,,1,11/01/18 19:40,09/08/19 14:31
Down On Me,2:34,The Jesus and Mary Chain,Darklands,Rock,0,,4,22/06/19 19:06,09/08/19 14:25
Peripeteia,3:44,Milky Chance,Blossom (Deluxe),Alternative,0,,5,21/08/17 13:44,09/08/19 14:20
Vague Space,2:56,Stephen Malkmus,Stephen Malkmus,Alternative,0,,2,30/06/15 19:58,09/08/19 14:16
Hairpin Turns,4:28,The National,I Am Easy to Find,Alternative,0,,3,17/05/19 13:24,09/08/19 14:13
Mining for Gold,1:32,Cowboy Junkies,The Trinity Session,Rock,0,100,5,31/03/12 19:47,09/08/19 14:05
"Abigail, Belle of Kilronan",2:01,The Magnetic Fields,69 Love Songs,Rock,0,,2,22/02/19 20:07,09/08/19 13:27
No Ground,2:32,"No Age, Randy Randall, Dean Spunt & Facundo Bermudez",An Object,Alternative,0,,1,28/03/17 1:23,09/08/19 8:38
Everybody Wants To Go To Heaven (But Nobody Wants To Die) [feat. Matt Johnson] [Widescreen Version],3:41,The The,MITRA Music For Nepal,Alternative,0,,1,23/07/17 23:24,09/08/19 8:36
The Call,3:07,Regina Spektor,The Call - Single,Alternative,0,,24,19/05/17 7:25,09/08/19 8:30
"Suite for solo cello No. 2 in D Minor, BWV 1008: V. Menuett I & II",3:16,Edgar Meyer,Bach: Unaccompanied Cello Suites - Performed on Double Bass,Classical,0,,3,16/09/18 11:24,09/08/19 8:26
Best Friend,4:22,Rex Orange County,Best Friend - Single,Alternative,0,,14,03/08/18 17:05,09/08/19 8:19
Wild Sun,4:30,The Strumbellas,Hope,Alternative,0,,2,21/02/19 15:25,08/08/19 8:48
Don't Let It Get To You (Reprise),2:01,Rostam,Half-Light,Alternative,0,,2,22/05/19 21:17,08/08/19 8:31
I Still Make Her Cry,2:32,The Strumbellas,Hope,Alternative,0,,2,21/02/19 15:25,08/08/19 8:20
The Night Will Save Us,3:50,The Strumbellas,Hope,Alternative,0,,2,21/02/19 15:25,07/08/19 14:36
The Hired Band,3:50,The Strumbellas,Hope,Alternative,0,,2,21/02/19 15:25,07/08/19 14:29
Young & Wild,4:28,The Strumbellas,Hope,Alternative,0,,4,21/02/19 15:25,07/08/19 14:20
Dog,3:25,The Strumbellas,Hope,Alternative,0,,3,21/02/19 15:25,07/08/19 14:12
Wars,3:26,The Strumbellas,Hope,Alternative,0,,1,21/02/19 15:25,07/08/19 8:36
We Don't Know,4:33,The Strumbellas,Hope,Alternative,0,,20,25/10/16 16:49,07/08/19 8:29
Spirits,3:24,The Strumbellas,Hope,Alternative,0,,31,25/10/16 15:49,07/08/19 8:24
Shovels & Dirt,4:02,The Strumbellas,Hope,Alternative,0,,3,21/02/19 15:25,07/08/19 8:17
Restless Farewell,5:56,Joan Baez,Any Day Now,Singer/Songwriter,0,,2,20/08/18 22:48,06/08/19 19:07
Harmony Hall,5:08,Vampire Weekend,Father of the Bride,Alternative,0,,13,13/02/19 0:16,06/08/19 14:11
Big Blue,1:49,Vampire Weekend,Father of the Bride,Alternative,0,,8,05/05/19 0:08,06/08/19 14:03
Spring Snow,2:41,Vampire Weekend,Father of the Bride,Alternative,0,,5,05/05/19 0:08,06/08/19 14:01
Stranger,4:09,Vampire Weekend,Father of the Bride,Alternative,0,,6,05/05/19 0:08,06/08/19 8:34
The Kids Don’t Stand A Chance,4:03,Vampire Weekend,Vampire Weekend,Alternative,0,,8,30/06/15 19:58,06/08/19 8:29
I Stand Corrected,2:40,Vampire Weekend,Vampire Weekend,Alternative,0,,11,30/06/15 19:58,06/08/19 8:21
One (Blake’s Got A New Face),3:13,Vampire Weekend,Vampire Weekend,Alternative,0,,5,30/06/15 19:58,06/08/19 8:18
Bryn,2:13,Vampire Weekend,Vampire Weekend,Alternative,0,,5,30/06/15 19:58,06/08/19 8:15
Campus,2:57,Vampire Weekend,Vampire Weekend,Alternative,0,,14,30/06/15 19:58,06/08/19 8:13
Cape Cod Kwassa Kwassa,3:35,Vampire Weekend,Vampire Weekend,Alternative,0,,8,30/06/15 19:58,05/08/19 14:28
Oxford Comma,3:16,Vampire Weekend,Vampire Weekend,Alternative,0,,16,30/06/15 19:58,05/08/19 14:24
Mansard Roof,2:08,Vampire Weekend,Vampire Weekend,Alternative,0,,5,30/06/15 19:58,05/08/19 14:21
Rich Man,2:30,Vampire Weekend,Father of the Bride,Alternative,0,,5,05/05/19 0:08,05/08/19 14:18
Bambina,1:43,Vampire Weekend,Father of the Bride,Alternative,0,,8,05/05/19 0:08,05/08/19 14:16
This Life,4:29,Vampire Weekend,Father of the Bride,Alternative,0,,7,05/05/19 0:08,05/08/19 14:14
Sunflower (feat. Steve Lacy),2:18,Vampire Weekend,Father of the Bride,Alternative,0,,6,05/05/19 0:08,05/08/19 14:05
Flower Moon (feat. Steve Lacy),3:57,Vampire Weekend,Father of the Bride,Alternative,0,,7,05/05/19 0:08,05/08/19 14:03
2021,1:39,Vampire Weekend,Father of the Bride,Alternative,0,,19,13/02/19 0:16,05/08/19 8:40
My Mistake,3:19,Vampire Weekend,Father of the Bride,Alternative,0,,4,05/05/19 0:08,05/08/19 8:36
We Belong Together (feat. Danielle Haim),3:11,Vampire Weekend,Father of the Bride,Alternative,0,,4,05/05/19 0:08,05/08/19 8:32
How Long?,3:32,Vampire Weekend,Father of the Bride,Alternative,0,,10,05/05/19 0:08,05/08/19 8:18
Married in a Gold Rush (feat. Danielle Haim),3:42,Vampire Weekend,Father of the Bride,Alternative,0,,4,05/05/19 0:08,05/08/19 8:14
"Jerusalem, New York, Berlin",2:55,Vampire Weekend,Father of the Bride,Alternative,0,,3,05/05/19 0:08,05/08/19 8:11
Diplomat’s Son,6:01,Vampire Weekend,Contra,Rock,0,,2,30/06/15 19:58,04/08/19 15:15
Hudson,4:15,Vampire Weekend,Modern Vampires of the City,Alternative,0,,3,08/02/14 17:20,04/08/19 12:15
M.I.A.,4:03,Foo Fighters,There Is Nothing Left to Lose,Alternative,0,,4,01/07/15 20:44,03/08/19 13:40
Tenha Pena de Mim (Ao Vivo),2:39,Orquestra Imperial,Ao Vivo,MPB,0,,3,30/11/17 1:10,03/08/19 13:36
Three Dollar Hat,3:24,The Dead Weather,Dodge and Burn,Alternative,0,,4,24/02/18 23:01,03/08/19 12:34
Trotto,2:05,"The Soundalive Consort - Roddy and Lucy Skeaping, Robin Jeffrey, Michael Brain, Jeremy Barlow and Ian Gammie",Music Of The Middle Ages,Other Classical,0,,1,01/07/15 0:58,03/08/19 12:30
"Who Is It (Carry My Joy on the Left, Carry My Pain on the Right)",3:57,Björk,Medúlla,Alternative,0,,1,27/09/17 8:33,01/08/19 19:27
No Aloha,2:07,The Breeders,Last Splash,Alternative,0,,2,10/10/17 16:40,01/08/19 19:23
Death on the Stairs,3:24,The Libertines,Up The Bracket,Alternative,0,,2,30/06/15 19:58,01/08/19 17:57
Black Tar,3:52,The Kills,Ash & Ice,Alternative,0,,3,10/06/17 23:28,01/08/19 17:54
Enjoy (Further Over The Edge Mix),4:21,Björk,Telegram,Alternative,0,,2,27/09/17 8:32,01/08/19 8:43
Spirit Of The Age,5:57,Hawkwind,Space Rock - 1969-1979,Rock,0,,1,30/06/15 19:58,01/08/19 8:37
Bone Machine,3:02,Pixies,Surfer Rosa,Alternative & Punk,0,,1,30/06/15 19:58,01/08/19 8:30
Paradise,3:42,George Ezra,Staying at Tamara's,Singer/Songwriter,0,,6,15/07/19 8:44,01/08/19 8:27
Baby It's You,3:36,Anna Calvi,Suzanne And I - Single,Alternative,0,,4,10/09/14 21:47,01/08/19 8:14
Tumbledown,4:09,The Jesus and Mary Chain,Honey's Dead (Expanded Version),Pop,0,,2,29/06/19 17:49,31/07/19 8:33
Top Ranking,3:27,Blonde Redhead,23,Alternative,0,,2,13/04/18 17:29,31/07/19 8:25
Lucky (Remastered),4:20,Radiohead,OK Computer OKNOTOK 1997 2017,Alternative,0,,11,23/06/17 22:46,31/07/19 8:14
Reverence (Radio Mix),5:40,The Jesus and Mary Chain,Honey's Dead (Expanded Version),Pop,0,,1,29/06/19 17:49,30/07/19 19:20
party favor,3:25,Billie Eilish,dont smile at me,Alternative,0,,1,31/03/19 13:29,30/07/19 11:59
Misguided Angel,4:49,Cowboy Junkies,The Trinity Revisited,Alternative,0,,5,30/06/15 19:58,30/07/19 11:56
watch,2:58,Billie Eilish,dont smile at me,Alternative,0,,2,31/03/19 13:29,30/07/19 11:48
my boy,2:51,Billie Eilish,dont smile at me,Alternative,0,,10,31/03/19 13:29,30/07/19 11:45
Turtleneck,3:00,The National,Sleep Well Beast,Alternative,0,,3,27/09/17 22:57,30/07/19 11:43
Don't Lie,3:33,Vampire Weekend,Modern Vampires of the City,Alternative,0,,5,08/02/14 17:20,30/07/19 11:38
bury a friend,3:13,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Alternative,0,,5,30/03/19 13:49,30/07/19 11:35
Atom Dance (feat. Antony),8:10,Björk,Vulnicura,Alternative,0,,2,26/01/15 0:53,30/07/19 8:43
bad guy,3:14,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Alternative,0,,5,30/03/19 13:49,30/07/19 8:32
8,2:53,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Alternative,0,,3,30/03/19 13:49,30/07/19 8:29
Tamacun,3:26,Rodrigo & Gabriela,Rodrigo y Gabriela,Reggae,0,,2,30/06/15 19:58,30/07/19 8:26
when the party's over,3:16,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Alternative,0,,3,30/03/19 13:49,30/07/19 8:22
Little Monster,3:32,Royal Blood,Royal Blood,Alternative,0,,2,10/09/14 21:04,30/07/19 8:19
wish you were gay,3:42,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Alternative,0,,4,30/03/19 13:49,30/07/19 8:15
all the good girls go to hell,2:49,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Alternative,0,,2,30/03/19 13:49,29/07/19 14:29
Canned Tomatoes (Live at Electric Lady Studios),4:45,Courtney Barnett,"Sometimes I Sit and Think, and Sometimes I Just Sit (Special Edition)",Alternative,0,,3,21/10/17 9:29,29/07/19 14:26
you should see me in a crown,3:01,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Alternative,0,,2,30/03/19 13:49,29/07/19 14:22
'Cause I'm a Man,4:02,Tame Impala,Currents,Alternative,0,,2,07/02/16 13:26,29/07/19 14:19
my strange addiction,3:00,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Alternative,0,,5,30/03/19 13:49,29/07/19 14:15
Live Forever,4:37,Oasis,Definitely Maybe,Rock,0,,2,21/08/17 23:20,29/07/19 14:12
I Will See You Again,1:16,Rostam,Half-Light,Alternative,0,,2,22/05/19 21:17,29/07/19 14:03
II,1:31,Hookworms,Pearl Mystic,Alternative,0,,2,05/02/18 17:36,29/07/19 14:02
Blue Eyed Saviour,2:38,Cowboy Junkies,Notes Falling Slow,Alternative,0,,1,27/09/17 8:38,29/07/19 8:39
xanny,4:04,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Alternative,0,,2,30/03/19 13:49,29/07/19 8:32
The Scientist,5:09,Coldplay,A Rush of Blood to the Head,Alternative,1,,20,10/11/16 15:40,29/07/19 8:28
Long Old Road,3:26,Bessie Smith,The Best of Bessie Smith,Blues,0,,2,18/02/17 12:01,29/07/19 8:13
Cancer,3:57,twenty one pilots,Cancer - Single,Alternative,0,,30,14/11/16 13:25,28/07/19 15:55
Shotgun,3:21,George Ezra,Staying at Tamara's,Singer/Songwriter,0,,3,02/02/19 13:19,28/07/19 15:48
New Pony,3:57,The Dead Weather,Horehound,Rock,0,,3,24/02/18 23:02,27/07/19 14:02
"Suite in E Minor (Book 4, from No. 21-29):: V. Passaggio a solo",2:07,Nicholas McGegan & The Arcadian Academy,"Italian Baroque Violin Sonatas (Nicola Matteis: ""Ayres for the Violin,"" Vol.1)",Classical,0,,1,31/07/17 0:26,27/07/19 13:58
In My Room,2:31,The Last Shadow Puppets,The Age of the Understatement,Alternative,0,,2,13/11/18 8:14,26/07/19 17:12
Me and the Devil (Live) [Remastered],5:13,Cowboy Junkies,"Live At Berklee Performance Center Boston, Ma, April 30, 1989 (Remastered)",Americana,0,,3,27/09/17 8:37,26/07/19 8:38
You Ain't Alone,4:45,Alabama Shakes,Boys & Girls,Alternative,1,,7,19/01/16 9:30,26/07/19 8:32
Diane Young,2:40,Vampire Weekend,Modern Vampires of the City,Alternative,0,,7,08/02/14 17:20,25/07/19 19:04
Dead Road 7,3:23,The Kills,No Wow,Alternative,0,,5,27/09/17 8:47,25/07/19 18:59
Runaway,5:34,The National,High Violet,Rock,0,,2,30/06/15 19:58,25/07/19 17:56
The Lonesome Death of Hattie Carroll,5:47,Bob Dylan,The Times They Are A-Changin',Country & Folk,0,,1,30/06/15 19:58,22/07/19 14:31
"Organ Concerto in B-Flat Major, Op. 7, No. 3, HWV 308: IV. Menuets 1 & 2",3:25,Amsterdam Baroque Orchestra & Ton Koopman,Handel: Organ Concertos Op. 4 & Op. 7,Classical,0,,2,02/02/18 0:36,22/07/19 14:25
The Gash,4:02,The Flaming Lips,The Soft Bulletin,Alternative,0,,1,19/07/19 20:37,20/07/19 14:32
Hunter,4:15,Björk,Homogenic,Alternative,0,,1,27/09/17 8:33,19/07/19 18:36
Secret Swamp,2:47,No Age,Snares Like a Haircut,Alternative,0,,2,18/02/18 0:29,19/07/19 18:30
Middle America,3:31,Stephen Malkmus & The Jicks,Sparkle Hard,Alternative,0,,4,27/03/18 21:17,19/07/19 16:56
Miss You,4:49,The Rolling Stones,Honk,Rock,0,,1,11/05/19 17:18,18/07/19 19:12
...Like Clockwork,5:24,Queens of the Stone Age,...Like Clockwork,Alternative,0,,6,23/08/15 18:38,18/07/19 19:04
Tears of Rage,4:22,Joan Baez,Baez Sings Dylan,Singer/Songwriter,0,,1,26/12/18 18:14,18/07/19 17:58
Fantasy Upon One Note,2:45,"John Holloway, Monika Baer, Renate Steinmann, Susanna Hefti & Martin Zeller",Pavans and Fantasies from the Age of Dowland,Classical,0,,1,16/06/19 18:22,18/07/19 14:04
Magnificat,5:41,"Choir of St. John's College, Cambridge, Freddie James & Andrew Nethsingha",Tomkins: When David Heard (Sacred Choral Works),Classical,0,,1,15/06/19 12:39,18/07/19 13:57
Will You Buy a Fine Dog,1:19,"Daniel Yeadon, Paul McMahon & Tommie Andersson",A Painted Tale,Classical,0,,1,16/06/19 18:24,18/07/19 11:26
2 Airs for 4,3:23,"John Holloway, Monika Baer, Renate Steinmann & Martin Zeller",Pavans and Fantasies from the Age of Dowland,Classical,0,,1,16/06/19 18:22,18/07/19 11:24
O lux beata Trinitas,4:49,"Michael Leighton Jones & The Choir of Trinity College, Melbourne",O Blessed Light,Classical,0,,1,16/06/19 18:24,18/07/19 10:40
O Ye Tender Babes,1:19,The Queen's Six,Her Heavenly Harmony: Profane Music from the Royal Court,Classical,0,,1,15/06/19 12:39,18/07/19 10:34
Chi vi mira,2:17,Leonardo García Alarcón & Cappella Mediterranea,Philips: Motets & Madrigaux,Classical,0,,4,16/06/19 17:07,18/07/19 10:17
Every Word,3:34,Belly,Star,Alternative & Punk,0,,1,30/06/15 19:58,16/07/19 19:13
No One Will Ever Love You,3:14,The Magnetic Fields,69 Love Songs,Rock,0,,2,22/02/19 21:07,16/07/19 19:06
Hag,2:56,The Breeders,Last Splash,Alternative,0,,1,10/10/17 16:40,16/07/19 19:03
Hey Light,5:41,Animal Collective,Here Comes The Indian,Alternative,0,,1,30/06/15 19:58,16/07/19 18:51
Hanging In the Wire,2:42,PJ Harvey,Let England Shake,Alternative,0,,1,19/02/11 21:05,16/07/19 18:41
I Did It All for You,5:07,Cowboy Junkies,Notes Falling Slow,Alternative,0,,1,27/09/17 8:38,16/07/19 18:38
Classic Masher,2:37,Pixies,Head Carrier,Alternative,0,,2,28/10/16 20:08,16/07/19 18:29
Emotional Rescue,5:40,The Rolling Stones,Honk,Rock,0,,1,11/05/19 17:18,16/07/19 18:26
Love & Ashes,4:07,Jeffrey Lewis,Works By Tuli Kupferberg (1923-2010),Indie Rock,0,,1,12/04/18 22:08,16/07/19 18:21
Lariat,3:06,Stephen Malkmus & The Jicks,Wig Out at Jagbags,Alternative,0,,3,11/03/18 11:36,16/07/19 18:17
Stray,2:54,Calexico,The Black Light,Alternative & Punk,0,,1,30/06/15 19:58,16/07/19 18:13
Come Get Me,2:30,Stephen Malkmus,Groove Denied,Alternative,0,,2,21/03/19 7:50,16/07/19 18:11
Troubble,1:41,Stephen Malkmus,Stephen Malkmus,Alternative,0,,3,01/07/15 0:58,16/07/19 18:08
Selva,4:08,La Portuaria,Huija,Latin Rock,0,,3,30/06/15 19:58,16/07/19 18:02
Someone You Loved,3:02,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Alternative,0,,1,13/07/19 14:41,16/07/19 17:53
Teenage Lust (Acoustic Version),2:25,The Jesus and Mary Chain,Honey's Dead (Expanded Version),Pop,0,,1,29/06/19 17:49,16/07/19 17:50
A Violent Noise,3:47,The xx,I See You,Alternative,0,,2,13/01/17 12:15,13/07/19 14:39
Mountain Song,4:04,Jane's Addiction,Nothing's Shocking,Alternative & Punk,0,,1,30/06/15 19:58,13/07/19 13:25
What Goes On,4:54,The Velvet Underground,The Velvet Underground,Rock,0,,3,25/05/18 18:40,09/07/19 19:19
Something In The Way,3:48,Nirvana,Nevermind,Rock,0,,3,30/06/15 19:58,09/07/19 19:14
Blues at the Acropolis,2:57,The Breeders,All Nerve,Alternative,0,,3,01/03/18 23:13,09/07/19 19:10
Separation,2:53,No Age,"Separation b/w ""Serf to Serf"" - Single",Indie Rock,0,,3,28/03/17 1:23,09/07/19 19:07
Rudderless,3:19,The Lemonheads,The 90's Studio Album Collection,Rock,0,,4,30/08/15 0:21,09/07/19 17:57
Stay,4:57,Belly,Star,Alternative & Punk,0,,1,30/06/15 19:58,09/07/19 17:53
Sugar Ray,4:42,The Jesus and Mary Chain,Honey's Dead (Expanded Version),Pop,0,,1,29/06/19 17:49,29/06/19 18:08
Almost Gold,3:19,The Jesus and Mary Chain,Honey's Dead (Expanded Version),Pop,0,,1,29/06/19 17:49,29/06/19 18:03
Far Gone and Out,2:51,The Jesus and Mary Chain,Honey's Dead (Expanded Version),Pop,0,,1,29/06/19 17:49,29/06/19 18:00
Teenage Lust,3:07,The Jesus and Mary Chain,Honey's Dead (Expanded Version),Pop,0,,1,29/06/19 17:49,29/06/19 17:57
Reverence,3:41,The Jesus and Mary Chain,Honey's Dead (Expanded Version),Pop,0,,1,29/06/19 17:49,29/06/19 17:54
On the Wall,5:06,The Jesus and Mary Chain,Darklands,Rock,0,,2,22/06/19 19:06,29/06/19 11:16
Cherry Came Too,3:06,The Jesus and Mary Chain,Darklands,Rock,0,,2,22/06/19 19:06,29/06/19 10:02
Fall,2:29,The Jesus and Mary Chain,Darklands,Rock,0,,2,22/06/19 19:06,29/06/19 9:59
April Skies,4:01,The Jesus and Mary Chain,Darklands,Rock,0,,2,22/06/19 19:06,29/06/19 9:57
Nine Million Rainy Days,4:31,The Jesus and Mary Chain,Darklands,Rock,0,,2,22/06/19 19:06,29/06/19 9:53
Deep One Perfect Morning,2:44,The Jesus and Mary Chain,Darklands,Rock,0,,3,22/06/19 19:06,29/06/19 9:28
Darklands,5:29,The Jesus and Mary Chain,Darklands,Rock,0,,3,22/06/19 19:06,29/06/19 9:26
Master Maqui,5:04,Rodrigo y Gabriela & Strunz & Farah,11:11,World,0,,6,22/11/11 21:27,26/06/19 8:09
Ducter,6:42,black midi,Schlagenheim,Alternative,0,,1,26/06/19 5:59,26/06/19 7:59
Years Ago,2:35,black midi,Schlagenheim,Alternative,0,,1,26/06/19 5:59,26/06/19 7:52
Bmbmbm,4:57,black midi,Schlagenheim,Alternative,0,,1,26/06/19 5:59,26/06/19 7:49
Of Schlagenheim,6:25,black midi,Schlagenheim,Alternative,0,,1,26/06/19 5:59,26/06/19 7:44
Reggae,3:29,black midi,Schlagenheim,Alternative,0,,1,26/06/19 5:59,26/06/19 5:57
Kemet,4:57,Sona Jobarteh,Motherland - The Score,Worldwide,0,,2,31/01/18 0:58,25/06/19 19:15
"Suite in D Minor (Book 4, Nos. 33-36): I. Preludio in D la sol re - Prestissimo",0:44,Nicholas McGegan & The Arcadian Academy,"Italian Baroque Violin Sonatas (Nicola Matteis: ""Ayres for the Violin,"" Vol.1)",Classical,0,,1,31/07/17 0:26,25/06/19 19:10
Here,3:56,Pavement,Slanted & Enchanted,Alternative & Punk,0,,2,30/06/15 19:58,25/06/19 19:09
Harp,2:15,David Munrow & Early Music Consort of London,Instruments of Middle Age and Renaissance,Classical,0,,2,19/02/17 9:50,25/06/19 17:01
Friend of a Friend,3:13,Foo Fighters,In Your Honour,Alternative,0,,1,30/06/15 19:58,25/06/19 16:59
Drifter's Escape,2:56,Joan Baez,Baez Sings Dylan,Singer/Songwriter,0,,1,26/12/18 18:14,25/06/19 16:56
Buster Voodoo,4:22,Rodrigo y Gabriela,11:11,World,0,,5,22/11/11 21:27,25/06/19 9:30
Diablo Rojo,4:57,Rodrigo & Gabriela,Rodrigo y Gabriela,Reggae,0,,3,30/06/15 19:58,25/06/19 7:19
Hanuman,3:41,Rodrigo y Gabriela,11:11,World,0,,4,22/11/11 21:27,24/06/19 14:24
You Trip Me Up,2:26,The Jesus and Mary Chain,Psychocandy,Alternative,0,,1,22/06/19 17:51,22/06/19 19:47
My Little Underground,2:31,The Jesus and Mary Chain,Psychocandy,Alternative,0,,1,22/06/19 17:51,22/06/19 19:45
Sowing Seeds,2:50,The Jesus and Mary Chain,Psychocandy,Alternative,0,,1,22/06/19 17:51,22/06/19 19:42
iT (Live for Burberry),4:06,Anna Calvi,Live for Burberry - EP,Alternative,0,,2,21/03/17 8:36,22/06/19 12:05
Holland Town,2:32,Frank Black,Fast Man / Raider Man,Alternative,0,,1,01/07/15 0:58,22/06/19 12:00
Battle Ropes,2:46,Jane Weaver,Loops in the Secret Society,Alternative,0,,1,21/06/19 19:33,21/06/19 21:51
Mission Desire (Loops Variation),4:46,Jane Weaver,Loops in the Secret Society,Alternative,0,,1,21/06/19 19:33,21/06/19 21:48
I Wish (Loops Variation),3:32,Jane Weaver,Loops in the Secret Society,Alternative,0,,1,21/06/19 19:33,21/06/19 21:43
Sun House,0:22,Jane Weaver,Loops in the Secret Society,Alternative,0,,1,21/06/19 19:33,21/06/19 21:39
Did You See Butterflies (Loops Variation),4:20,Jane Weaver,Loops in the Secret Society,Alternative,0,,1,21/06/19 19:33,21/06/19 21:39
H>a>K (Loops Variation),3:44,Jane Weaver,Loops in the Secret Society,Alternative,0,,1,21/06/19 19:33,21/06/19 21:35
Found Birds,1:26,Jane Weaver,Loops in the Secret Society,Alternative,0,,1,21/06/19 19:33,21/06/19 21:31
Arrows (Loops Variation),4:24,Jane Weaver,Loops in the Secret Society,Alternative,0,,1,21/06/19 19:33,21/06/19 21:29
Milk Loop,1:40,Jane Weaver,Loops in the Secret Society,Alternative,0,,1,21/06/19 19:33,21/06/19 21:25
Element (Loops Variation),6:41,Jane Weaver,Loops in the Secret Society,Alternative,0,,1,21/06/19 19:33,21/06/19 21:23
Thoughts and Prayers,4:42,The Raconteurs,Help Us Stranger,Alternative,0,,1,21/06/19 19:32,21/06/19 20:37
What's Yours is Mine,2:49,The Raconteurs,Help Us Stranger,Alternative,0,,1,21/06/19 19:32,21/06/19 20:31
Live a Lie,2:21,The Raconteurs,Help Us Stranger,Alternative,0,,1,21/06/19 19:32,21/06/19 20:28
Now That You're Gone,4:01,The Raconteurs,Help Us Stranger,Alternative,0,,1,21/06/19 19:32,21/06/19 20:19
Sunday Driver,3:39,The Raconteurs,Help Us Stranger,Alternative,0,,1,21/06/19 19:32,21/06/19 20:00
Hey Gyp (Dig the Slowness),2:25,The Raconteurs,Help Us Stranger,Alternative,0,,1,21/06/19 19:32,21/06/19 19:56
Shine the Light on Me,3:28,The Raconteurs,Help Us Stranger,Alternative,0,,1,21/06/19 19:32,21/06/19 19:50
Don't Bother Me,2:54,The Raconteurs,Help Us Stranger,Alternative,0,,1,21/06/19 19:32,21/06/19 19:46
Only Child,3:41,The Raconteurs,Help Us Stranger,Alternative,0,,1,21/06/19 19:32,21/06/19 19:43
Help Me Stranger,3:36,The Raconteurs,Help Us Stranger,Alternative,0,,1,21/06/19 19:32,21/06/19 19:40
Bored and Razed,3:35,The Raconteurs,Help Us Stranger,Alternative,0,,1,21/06/19 19:32,21/06/19 19:36
Suspended in Emptiness,3:23,Employed To Serve,Eternal Forward Motion,Metal,0,,1,21/06/19 7:06,21/06/19 14:13
We Forgot You,4:04,Employed To Serve,Eternal Forward Motion,Metal,0,,1,21/06/19 7:06,21/06/19 14:09
Force Fed,3:32,Employed To Serve,Eternal Forward Motion,Metal,0,,1,21/06/19 7:06,21/06/19 14:05
Sore Tooth Twin,1:39,Employed To Serve,Eternal Forward Motion,Metal,0,,1,21/06/19 7:06,21/06/19 14:02
Harsh Truth,4:18,Employed To Serve,Eternal Forward Motion,Metal,0,,1,21/06/19 7:06,21/06/19 14:00
Dull Ache Behind My Eyes,3:06,Employed To Serve,Eternal Forward Motion,Metal,0,,1,21/06/19 7:06,21/06/19 13:56
Beneath It All,3:36,Employed To Serve,Eternal Forward Motion,Metal,0,,1,21/06/19 7:06,21/06/19 7:19
Cumbé,3:19,Rodrigo y Gabriela,Mettavolution,South America,0,,2,11/05/19 17:14,20/06/19 19:17
Terracentric,3:33,Rodrigo y Gabriela,Mettavolution,South America,0,,4,11/05/19 17:14,20/06/19 19:13
Moskau,4:30,GENGHIS KHAN,Moskau - Das neue Best Of Album,German Pop,0,,3,16/06/19 14:52,20/06/19 14:32
Remembrance,5:49,Balmorhea,"All Is Wild, All Is Silent",Alternative,0,,3,19/06/19 7:14,20/06/19 12:06
11:11,4:50,Rodrigo y Gabriela,11:11,World,0,,2,22/11/11 21:27,20/06/19 10:00
Salve Regina,2:37,Leonardo García Alarcón & Cappella Mediterranea,Philips: Motets & Madrigaux,Classical,0,,1,16/06/19 17:07,16/06/19 17:52
